Código Región,Nombre Región,Pertenencia al SNSS,Tipo Establecimiento (Unidad),Ámbito de Funcionamiento,Nombre Oficial,Dependencia Administrativa,Nivel de Atención,Código Comuna,Nombre Comuna,Tiene Servicio de Urgencia,Tipo de Urgencia ,Clasificación Tipo de SAPU,LATITUD [Grados decimales],LONGITUD [Grados decimales],Tipo de Prestador Sistema de Salud,Estado de Funcionamiento,Nivel de Complejidad,Tipo de Atención 
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Intermédica División Dialisis Limitada Sucursal San Clemente,Privado,No Aplica,7109,San Clemente,NO,No Aplica,No Aplica,-35.532427,-71.485392,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Diálisis Intermédica División Diálisis LTDA,Privado,No Aplica,7201,Cauquenes,NO,No Aplica,No Aplica,-35.96896,-72.320479,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Diálisis,Establecimiento de Salud,Centro de Dialisis Rengo Dial Sucursal Linares( Clinica Nefrologica del Maule),Privado,No Aplica,7401,Linares,NO,No Aplica,No Aplica,-35.841736,-71.601995,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
1,Región De Tarapacá,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,LABORATORIO CLÍNICO BAESCO,Privado,No Aplica,1101,Iquique,NO,No Aplica,No Aplica,-20.22164,-70.148135,Privado,Vigente en operación habitual,No Aplica,No Aplica
5,Región De Valparaíso,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Establecimiento de Salud,Centro Comunitario de Salud Mental  LITORAL,Servicio de Salud,Secundario,5601,San Antonio,NO,No Aplica,No Aplica,-33.602324,-71.613434,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
8,Región Del Bíobío,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud, RedMédica Sur,Privado,No Aplica,8108,San Pedro de la Paz,NO,No Aplica,No Aplica,-36.839302,-73.119241,Privado,Vigente en operación habitual,No Aplica,No Aplica
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Bioingentech,Privado,No Aplica,13123,Providencia,NO,No Aplica,No Aplica,-33.43546,-70.626228,Privado,Vigente en operación habitual,No Aplica,No Aplica
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Valab,Privado,No Aplica,13114,Las Condes,NO,No Aplica,No Aplica,-33.417102,-70.59986,Privado,Vigente en operación habitual,No Aplica,No Aplica
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico Workmed,Privado,No Aplica,13123,Providencia,NO,No Aplica,No Aplica,-33.432345,-70.618232,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Desert Health,Privado,No Aplica,13123,Providencia,NO,No Aplica,No Aplica,-33.437015,-70.62658,Privado,Vigente en operación habitual,No Aplica,No Aplica
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Bradford Hill,Privado,No Aplica,13127,Recoleta,NO,No Aplica,No Aplica,-33.429129,-70.645243,Privado,Vigente en operación habitual,No Aplica,No Aplica
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica Alonso de Córdova,Privado,Terciario,13114,Las Condes,NO,No Aplica,No Aplica,-33.412032,-70.579692,Privado,Vigente en operación habitual,No Aplica,Atención Cerrada-Hospitalaria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Medicenter Recoleta,Privado,Secundario,13127,Recoleta,NO,No Aplica,No Aplica,-33.428163,-70.646903,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico MEDICEC,Privado,No Aplica,13128,Renca,NO,No Aplica,No Aplica,-33.404442,-70.766639,Privado,Vigente en operación habitual,No Aplica,No Aplica
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Medicenter Puente Alto,Privado,Secundario,13201,Puente Alto,NO,No Aplica,No Aplica,-33.604051,-70.576459,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,Procedimientos Odontológicos Maritza Salas Vega,Privado,No Aplica,13109,La Cisterna,Pendiente,,No Aplica,-33.532769,-70.663368,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,CLÍNICA NUCLEOSalud OCHAGAVIA,Privado,Terciario,13121,Pedro Aguirre Cerda,NO,No Aplica,No Aplica,-33.491598,-70.667044,Privado,Vigente en operación habitual,,
2,Región De Antofagasta,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta Rural Tomislav Oscoic,Municipal,Primario,2102,Mejillones,NO,No Aplica,No Aplica,-22.71075,-70.27598,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Establecimiento de Salud,SAR Cajón,Municipal,Primario,9119,Vilcún,SI,Urgencia ambulatoria (SAR),No Aplica,-38.679986,-72.502998,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
5,Región De Valparaíso,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Inmunoclin ,Privado,Primario,5109,Viña del Mar,NO,No Aplica,No Aplica,-33.011138,-71.543974,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
8,Región Del Bíobío,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Vacunatorio Vaxsur Spa 2,Privado,Primario,8101,Concepción,NO,No Aplica,No Aplica,-36.831717,-73.059137,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
5,Región De Valparaíso,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Cien Águilas,Municipal,Primario,5804,Villa Alemana,NO,No Aplica,No Aplica,-33.05218,-71.35969,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
9,Región De La Araucanía,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,R&R SPA ,Privado,No Aplica,9101,Temuco,No,No Aplica,No Aplica,-38.740642,-72.588448,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clinico Metropolitano,Privado,No Aplica,13101,Santiago,NO,No Aplica,No Aplica,-33.443322,-70.646965,Privado,Vigente en operación habitual,No Aplica,No Aplica
3,Región De Atacama,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Apoyo para Diagnóstico y Tratamiento Médico CADYTM,Privado,Secundario,3301,Vallenar,NO,No Aplica,No Aplica,-28.576272,-70.755906,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
1,Región De Tarapacá,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,"CENTROS MÉDICOS JENNER
SPA",Privado,Secundario,1101,Iquique,NO,No Aplica,No Aplica,-20.255302,-70.130845,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,LABORATORIO LEMULAB,Privado,No Aplica,6201,Pichilemu,NO,No Aplica,No Aplica,-34.387772,-72.005238,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
3,Región De Atacama,No perteneciente al Sistema Nacional de Servicios de Salud,Policlínico Funcionarios (Minería),Unidad de Atención,Policlínico Gold Fields Salares Norte Mina,Privado,No Aplica,3202,Diego de Almagro,NO,No Aplica,No Aplica,-26.07658,-68.979739,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
5,Región De Valparaíso,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud, AQUAMED SPA ,Privado,Secundario,5401,La Ligua,NO,No Aplica,No Aplica,-32.448066,-71.232696,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
5,Región De Valparaíso,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Traumatologico Quillota Imagen Ltda,Privado,Secundario,5501,Quillota,NO,No Aplica,No Aplica,-32.8826,-71.249145,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
7,Región Del Maule,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar de Molina,Municipal,Primario,7304,Molina,NO,No Aplica,No Aplica,-35.10736,-71.30023,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica Indisa (Maipú),Privado,Terciario,13119,Maipú,SI,Urgencia Hospitalaria (UEH),No Aplica,-33.478138,-70.75496,Privado,Vigente en operación habitual,Alta Complejidad,Atención Cerrada-Hospitalaria
8,Región Del Bíobío,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Especialidades Primarias,Unidad de Atención,Centro de Resolutividad-UAPORRINO,Municipal,Primario,8301,Los Ángeles,NO,No Aplica,No Aplica,-37.470983,-72.353379,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Vacunatorio INMUVAX,Privado,Primario,13119,Maipú,NO,No Aplica,No Aplica,-33.498106,-70.75715,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
3,Región De Atacama,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,Sala de Procedimientos Invasivos Clínica Dental Los Algarrobos,Privado,No Aplica,3101,Copiapó,NO,No Aplica,No Aplica,-27.366847,-70.330283,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud, CENTRO DE PROCEDIMIENTOS Y ATENCIONES CLÍNICAS VIDA RENGO SUC MACHALÍ,Privado,Secundario,6108,Machalí,NO,No Aplica,No Aplica,-34.177495,-70.700235,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,CENTRO MEDICO UCCHRISTUS RANCAGUA,Privado,Secundario,6101,Rancagua,NO,No Aplica,No Aplica,-34.172092,-70.715453,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,CENTRO DE VACUNACION INMUNOVAC,Privado,Primario,13114,Las Condes,NO,No Aplica,No Aplica,-33.414672,-70.588705,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico KINEROD 2,Privado,Secundario,13402,Buin,NO,No Aplica,No Aplica,-33.733317,-70.744362,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
10,Región De Los Lagos,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Clínica de Salud Movil ,Municipal,No Aplica,10101,Puerto Montt,NO,No Aplica,No Aplica,-41.46318,-72.937708,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
10,Región De Los Lagos,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Clínica Ginecológica Integral Móvil,Municipal,No Aplica,10101,Puerto Montt,NO,No Aplica,No Aplica,-41.46318,-72.937708,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
10,Región De Los Lagos,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Clínica Mamográfica Móvil,Municipal,No Aplica,10101,Puerto Montt,NO,No Aplica,No Aplica,-41.46318,-72.937708,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
3,Región De Atacama,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,SERSALUD,Privado,Secundario,3101,Copiapó,NO,No Aplica,No Aplica,-27.359598,-70.326363,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro integral y vacunatorio TRICAHUE,Privado,Secundario,6101,Rancagua,NO,No Aplica,No Aplica,-34.169553,-70.742124,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
2,Región De Antofagasta,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Vacunatorio Sol,Privado,Primario,2201,Calama,NO,No Aplica,No Aplica,-22.463061,-68.923121,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
14,Región De Los Ríos,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Quillalhue ,Municipal,Primario,14106,Mariquina,NO,No Aplica,No Aplica,-39.556304,-73.25569,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
2,Región De Antofagasta,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,TECNOMEDICA LTDA,Privado,Primario,2101,Antofagasta,NO,No Aplica,No Aplica,-23.663202,-70.399299,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Diagnóstico y Laboratorio Clínica ASTRA,Privado,Secundario,13123,Providencia,NO,No Aplica,No Aplica,-33.436426,-70.625845,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
8,Región Del Bíobío,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,APS 2,Municipal,Primario,8205,Curanilahue,NO,No Aplica,No Aplica,-37.473468,-73.348429,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
5,Región De Valparaíso,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Especialidad,Establecimiento de Salud,Centro de Cuidados Radiológicos CMVM,Municipal,No Aplica,5109,Viña del Mar,NO,No Aplica,No Aplica,-33.013132,-71.546815,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro  Médico Dávila Ñuñoa,Privado,Secundario,13120,Ñuñoa,NO,No Aplica,No Aplica,-33.454306,-70.606482,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico Santa Lucía,Privado,Secundario,13101,Santiago,NO,No Aplica,No Aplica,-33.441755,-70.64201,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta y Cerrada
12,Región De Magallanes y de la Antártica Chilena,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,Servicio Dental 3ra. Comisaría de Carabineros de Porvenir (Consultorio tipo 2),Fuerzas Armadas y de Orden (FFAA),No Aplica,12301,Porvenir,NO,No Aplica,No Aplica,-53.296355,-70.37067,Fuerzas Armadas y de Orden,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Green Lab Sur,Privado,No Aplica,13123,Providencia,NO,No Aplica,No Aplica,-33.444938,-70.603983,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,IMALAB LTDA,Privado,No Aplica,13123,Providencia,NO,No Aplica,No Aplica,-33.436564,-70.631485,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,NANOLAB,Privado,No Aplica,13114,Las Condes,NO,No Aplica,No Aplica,-33.407213,-70.5727,Privado,Vigente en operación habitual,No Aplica,Atención Cerrada-Hospitalaria
5,Región De Valparaíso,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Salud Mutual CChC San Felipe,Privado,Secundario,5701,San Felipe,No,No Aplica,No Aplica,-32.748915,-70.722435,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Bionet Indisa Maipú,Privado,No Aplica,13119,Maipú,No,No Aplica,No Aplica,-33.478032,-70.754464,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,NANOMED,Privado,Primario,13114,Las Condes,No,No Aplica,No Aplica,-33.407161,-70.55977,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
1,Región De Tarapacá,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Alto Hospicio ,Servicio de Salud,Terciario,1107,Alto Hospicio,Pendiente,,No Aplica,-20.294599,-70.09706,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Cerrada-Hospitalaria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica Cruz Nacional (Maipú),Privado,Secundario,13119,Maipú,No,No Aplica,No Aplica,-33.510869,-70.756417,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico Plaza Egaña de Clínica Alemana,Privado,Secundario,13113,La Reina,No,No Aplica,No Aplica,-33.451389,-70.570432,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,ABCMED Centro Médico,Privado,Secundario,13130,San Miguel,No,No Aplica,No Aplica,-33.48943,-70.65066,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
4,Región De Coquimbo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,CESAM Centro,Servicio de Salud,Secundario,4101,La Serena,No,No Aplica,No Aplica,-29.90701,-71.250144,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
4,Región De Coquimbo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,CESAM San Juan Punta Mira,Servicio de Salud,Secundario,4102,Coquimbo,No,No Aplica,No Aplica,-29.992549,-71.321473,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
4,Región De Coquimbo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,CESAM Limarí,Servicio de Salud,Secundario,4301,Ovalle,No,No Aplica,No Aplica,-30.590691,-71.182616,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
4,Región De Coquimbo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,COSAM Las Compañias,Servicio de Salud,Secundario,4101,La Serena,No,No Aplica,No Aplica,-29.883248,-71.24179,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
4,Región De Coquimbo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,CESAM Illapel,Servicio de Salud,Secundario,4201,Illapel,No,No Aplica,No Aplica,-31.635116,-71.17453,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico 271/2 Ltda,Privado,Secundario,13109,La Cisterna,No,No Aplica,No Aplica,-33.544018,-70.667283,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica Dental,Establecimiento de Salud,Uno Salud Cerrillos,Privado,No Aplica,13102,Cerrillos,NO,No Aplica,No Aplica,-33.50103,-70.710397,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
10,Región De Los Lagos,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico y Diagnóstico Huaihuen,Privado,Secundario,10202,Ancud,NO,No Aplica,No Aplica,-41.869753,-73.829547,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
10,Región De Los Lagos,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Policlínico Centro de Rehabilitación COANIQUEM,Privado,Secundario,10101,Puerto Montt,NO,No Aplica,No Aplica,-41.471317,-72.937428,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
10,Región De Los Lagos,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Huaihuen,Privado,No Aplica,10202,Ancud,NO,No Aplica,No Aplica,-41.866586,-73.829742,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
6,Región Del Libertador Gral. B. O'Higgins,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,"CEOFT, Clínica de Especialidades Oftalmológicas",Privado,Secundario,6101,Rancagua,NO,No Aplica,No Aplica,-34.187624,-70.719305,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Sala  Externa de Toma de Muestras (SETM),Unidad de Atención,Grupo GAMMA,Privado,No Aplica,13501,Melipilla,NO,No Aplica,No Aplica,-33.68626,-71.214278,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Sala  Externa de Toma de Muestras (SETM),Unidad de Atención,Laboratorio GAMMA,Privado,No Aplica,13123,Providencia,NO,No Aplica,No Aplica,-33.425938,-70.617403,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,MEDICENTER Maipú,Privado,Secundario,13119,Maipú,NO,No Aplica,No Aplica,-33.511013,-70.759508,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico RyR,Privado,Secundario,13402,Buin,NO,No Aplica,No Aplica,-33.734343,-70.73789,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Salud Universidad de Los Andes,Privado,Secundario,13401,San Bernardo,NO,No Aplica,No Aplica,-33.592945,-70.695833,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Aloha Lab,Privado,No Aplica,13123,Providencia,NO,No Aplica,No Aplica,-33.424362,-70.612875,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio CLINILAB,Privado,No Aplica,13605,Peñaflor,NO,No Aplica,No Aplica,-33.61072,-70.880701,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Campus,Privado,No Aplica,13101,Santiago,NO,No Aplica,No Aplica,-33.435885,-70.678968,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
13,Región Metropolitana de Santiago,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Vego,Privado,No Aplica,13119,Maipú,NO,No Aplica,No Aplica,-33.556345,-70.791631,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
7,Región Del Maule,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico OREM SPA,Privado,No Aplica,7101,Talca,NO,No Aplica,No Aplica,-35.436677,-71.611342,Privado,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
