estrato,region,r1a,r1a_esp,r1a_esp_cod,s13,s13_fonasa
610112,6,1,,,1,1.0
610112,6,1,,,1,1.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,1.0
610112,6,1,,,1,2.0
610112,6,1,,,1,1.0
1312614,13,1,,,1,2.0
1312614,13,1,,,1,2.0
1312614,13,1,,,1,2.0
1312614,13,3,Colombia,505.0,1,3.0
1312614,13,3,Venezuela,513.0,1,2.0
1312614,13,1,,,1,1.0
1312614,13,1,,,1,1.0
1312614,13,3,Colombia,505.0,1,2.0
1610316,16,1,,,1,2.0
1610316,16,3,Haití,413.0,1,2.0
1610316,16,3,Haití,413.0,1,2.0
1610316,16,3,Haití,413.0,1,2.0
1610316,16,3,Haití,413.0,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,2.0
1610316,16,1,,,1,3.0
1610316,16,1,,,1,1.0
1610316,16,1,,,1,3.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,3,Bolivia,502.0,4,
110112,1,3,Bolivia,502.0,1,2.0
110112,1,3,Bolivia,502.0,1,1.0
110112,1,3,Bolivia,502.0,4,
110112,1,1,,,1,2.0
110112,1,3,Bolivia,502.0,4,
110112,1,3,Bolivia,502.0,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,3,Bolivia,502.0,4,
110112,1,3,Bolivia,502.0,1,1.0
110112,1,3,Bolivia,502.0,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,2,
110112,1,1,,,2,
110112,1,1,,,2,
110112,1,1,,,2,
110112,1,1,,,2,
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
830514,8,1,,,1,2.0
830514,8,1,,,1,1.0
830514,8,1,,,1,2.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,2.0
830514,8,1,,,1,1.0
830514,8,1,,,1,4.0
830514,8,1,,,1,1.0
830514,8,1,,,1,4.0
830514,8,1,,,1,4.0
830514,8,1,,,1,2.0
830514,8,1,,,1,3.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,2.0
830514,8,1,,,1,2.0
830514,8,1,,,1,4.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
830514,8,1,,,1,1.0
1313013,13,1,,,1,4.0
1313013,13,1,,,1,-88.0
1313013,13,1,,,2,
1313013,13,1,,,1,4.0
1313013,13,1,,,2,
1313013,13,1,,,2,
1313013,13,1,,,2,
1313013,13,1,,,1,-88.0
1313013,13,1,,,2,
1313013,13,1,,,2,
1313013,13,1,,,2,
1313013,13,1,,,2,
1350524,13,1,,,1,2.0
1350524,13,1,,,1,2.0
1350524,13,1,,,4,
1350524,13,1,,,4,
1350524,13,1,,,1,3.0
1350524,13,1,,,1,2.0
1350524,13,1,,,1,4.0
1350524,13,1,,,1,2.0
1350524,13,1,,,1,2.0
1350524,13,1,,,1,2.0
1350524,13,1,,,2,
1350524,13,3,Venezuela,513.0,4,
1350524,13,3,Venezuela,513.0,4,
1350524,13,1,,,1,1.0
1350524,13,1,,,1,2.0
1350524,13,1,,,1,2.0
1350524,13,1,,,1,1.0
710112,7,1,,,1,2.0
710112,7,1,,,1,2.0
710112,7,1,,,1,2.0
710112,7,1,,,1,2.0
710112,7,1,,,1,1.0
710112,7,1,,,1,1.0
710112,7,3,Venezuela,513.0,1,1.0
710112,7,3,Venezuela,513.0,1,1.0
710112,7,3,Venezuela,513.0,1,1.0
710112,7,3,Venezuela,513.0,1,1.0
710112,7,1,,,1,4.0
710112,7,1,,,1,4.0
710112,7,1,,,1,4.0
1311914,13,1,,,1,-88.0
1311914,13,1,,,2,
1311914,13,1,,,1,2.0
1311914,13,1,,,2,
1311914,13,1,,,2,
1311914,13,1,,,2,
1311914,13,1,,,1,3.0
1311914,13,1,,,1,3.0
530116,5,1,,,1,-88.0
530116,5,1,,,1,2.0
530116,5,1,,,1,4.0
530116,5,1,,,1,4.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,4.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,4.0
1320113,13,1,,,1,4.0
1320113,13,1,,,1,1.0
1320113,13,1,,,1,4.0
1320113,13,1,,,2,
1320113,13,1,,,1,3.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,4.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,2.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,3.0
1320113,13,1,,,1,2.0
1320113,13,1,,,1,2.0
1320113,13,1,,,1,2.0
1312514,13,1,,,1,3.0
1312514,13,1,,,1,1.0
1312514,13,1,,,1,3.0
1312514,13,1,,,1,1.0
1312514,13,3,Venezuela,513.0,2,
1312514,13,3,Venezuela,513.0,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,3,Venezuela,513.0,4,
1312514,13,1,,,2,
1312514,13,1,,,1,1.0
1312514,13,1,,,1,4.0
1312514,13,1,,,1,1.0
1312514,13,1,,,1,1.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,2.0
1312514,13,1,,,1,4.0
210113,2,1,,,1,4.0
210113,2,1,,,1,4.0
210113,2,1,,,1,4.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,2,
610112,6,1,,,2,
610112,6,1,,,1,3.0
610112,6,1,,,2,
610112,6,1,,,1,4.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,2.0
610112,6,1,,,1,3.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,1.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,2.0
1630514,16,1,,,4,
1630514,16,1,,,1,1.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,1.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,1.0
1630514,16,1,,,1,1.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,1.0
1630514,16,1,,,1,1.0
1630514,16,1,,,1,2.0
1630514,16,1,,,1,1.0
1630514,16,1,,,1,2.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,1.0
1630214,16,1,,,1,1.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,1.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,1.0
1630214,16,1,,,1,1.0
1630214,16,1,,,1,3.0
1630214,16,1,,,1,1.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,2.0
1630214,16,1,,,1,3.0
921014,9,1,,,1,1.0
921014,9,1,,,1,1.0
921014,9,1,,,1,2.0
921014,9,1,,,1,1.0
921014,9,1,,,1,1.0
921014,9,1,,,1,1.0
921014,9,1,,,1,2.0
921014,9,1,,,1,3.0
921014,9,1,,,1,3.0
921014,9,1,,,1,2.0
921014,9,1,,,1,2.0
921014,9,1,,,1,2.0
921014,9,1,,,1,3.0
921014,9,1,,,1,2.0
921014,9,1,,,1,2.0
921014,9,1,,,1,2.0
921014,9,1,,,1,-88.0
921014,9,1,,,1,2.0
921014,9,1,,,1,1.0
921014,9,1,,,1,3.0
921014,9,1,,,1,3.0
921014,9,1,,,1,3.0
921014,9,1,,,1,3.0
921014,9,1,,,1,3.0
510912,5,1,,,1,1.0
510912,5,1,,,1,1.0
510912,5,1,,,1,1.0
610924,6,1,,,1,2.0
610924,6,1,,,2,
610924,6,1,,,2,
610924,6,1,,,1,2.0
610924,6,1,,,1,2.0
610924,6,1,,,1,2.0
610924,6,1,,,1,1.0
610924,6,1,,,1,2.0
610924,6,1,,,1,1.0
610924,6,1,,,1,1.0
610924,6,1,,,1,1.0
610924,6,1,,,1,1.0
1410814,14,1,,,1,1.0
1410814,14,1,,,1,1.0
1410814,14,1,,,1,3.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,4.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,1.0
1410814,14,1,,,1,2.0
1410814,14,1,,,1,1.0
1410814,14,1,,,1,2.0
1320214,13,1,,,1,-88.0
1320214,13,1,,,1,-88.0
1320214,13,1,,,1,-88.0
1320214,13,1,,,4,
1320214,13,1,,,1,1.0
1320214,13,1,,,1,4.0
1320214,13,1,,,1,4.0
1320214,13,1,,,1,4.0
1320214,13,1,,,1,4.0
1320214,13,1,,,1,4.0
1320214,13,1,,,1,4.0
1320214,13,1,,,1,2.0
1320214,13,1,,,2,
1320214,13,1,,,1,2.0
1320214,13,1,,,1,2.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,2,
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,4.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,1.0
110112,1,1,,,1,-88.0
110112,1,1,,,1,2.0
110112,1,1,,,1,-88.0
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,2.0
110112,1,1,,,1,1.0
1510111,15,1,,,1,3.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,2,
1510111,15,1,,,2,
1510111,15,1,,,1,1.0
1510111,15,1,,,1,3.0
1510111,15,3,Venezuela,513.0,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,3,
1510111,15,1,,,5,
1510111,15,1,,,1,1.0
1510111,15,1,,,-88,
1510111,15,1,,,1,1.0
1510111,15,1,,,3,
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,-88,
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
1510111,15,1,,,1,2.0
810614,8,1,,,1,4.0
810614,8,1,,,1,4.0
810614,8,1,,,-88,
810614,8,1,,,-88,
810614,8,1,,,1,4.0
810614,8,1,,,1,4.0
810614,8,1,,,1,3.0
810614,8,1,,,1,1.0
810614,8,1,,,1,1.0
810614,8,1,,,1,1.0
810614,8,1,,,1,1.0
810614,8,1,,,1,2.0
810614,8,1,,,1,2.0
810614,8,1,,,1,2.0
810614,8,1,,,1,2.0
810614,8,1,,,1,2.0
811213,8,1,,,1,3.0
811213,8,1,,,1,3.0
811213,8,1,,,1,3.0
811213,8,1,,,1,3.0
811213,8,1,,,1,3.0
811213,8,1,,,1,2.0
811213,8,1,,,-88,
811213,8,1,,,2,
811213,8,1,,,1,4.0
811213,8,1,,,1,2.0
811213,8,1,,,1,2.0
811213,8,1,,,1,4.0
811213,8,1,,,1,2.0
811213,8,1,,,-88,
811213,8,1,,,-88,
811213,8,1,,,-88,
811213,8,1,,,1,4.0
811213,8,1,,,1,4.0
210112,2,3,Bolivia,502.0,1,1.0
210112,2,3,Bolivia,502.0,1,1.0
210112,2,1,,,1,1.0
210112,2,3,Bolivia,502.0,1,1.0
210112,2,1,,,1,1.0
210112,2,3,Bolivia,502.0,1,3.0
210112,2,3,Bolivia,502.0,1,1.0
210112,2,3,Bolivia,502.0,1,1.0
210112,2,1,,,1,3.0
210112,2,3,Bolivia,502.0,1,1.0
210112,2,1,,,1,1.0
210112,2,1,,,1,4.0
210112,2,1,,,1,4.0
210112,2,1,,,1,4.0
210112,2,1,,,1,2.0
210112,2,1,,,1,2.0
210112,2,1,,,1,-88.0
1210113,12,1,,,2,
1210113,12,1,,,2,
1210113,12,1,,,3,
1210113,12,1,,,1,3.0
1210113,12,1,,,1,3.0
1210113,12,1,,,1,4.0
710314,7,1,,,1,1.0
710314,7,1,,,1,1.0
710314,7,1,,,1,1.0
710314,7,1,,,1,2.0
710314,7,1,,,1,1.0
710314,7,1,,,1,2.0
710314,7,1,,,1,2.0
710314,7,1,,,1,2.0
710314,7,1,,,1,1.0
710314,7,1,,,1,1.0
710314,7,1,,,1,1.0
710314,7,1,,,1,1.0
710314,7,1,,,1,4.0
710314,7,1,,,1,4.0
710314,7,1,,,1,2.0
710314,7,1,,,1,1.0
710314,7,1,,,1,1.0
710314,7,1,,,1,2.0
710314,7,1,,,1,1.0
510913,5,1,,,2,
1210114,12,1,,,1,-88.0
1210114,12,3,Colombia,505.0,1,-88.0
1210114,12,3,Colombia,505.0,1,-88.0
1210114,12,3,Colombia,505.0,1,-88.0
1210114,12,1,,,2,
1210114,12,1,,,1,-88.0
740111,7,1,,,1,2.0
740111,7,1,,,1,2.0
740111,7,1,,,1,1.0
740111,7,1,,,1,2.0
740111,7,1,,,1,2.0
740111,7,1,,,1,2.0
740111,7,1,,,1,3.0
740111,7,1,,,1,2.0
740111,7,1,,,1,3.0
740111,7,1,,,1,2.0
740111,7,1,,,1,2.0
740111,7,1,,,1,2.0
570224,5,1,,,1,2.0
570224,5,1,,,1,2.0
570224,5,1,,,1,2.0
570224,5,1,,,1,2.0
570224,5,1,,,1,1.0
570224,5,1,,,1,2.0
570224,5,1,,,1,2.0
570224,5,1,,,1,1.0
570224,5,1,,,1,3.0
570224,5,1,,,1,1.0
570224,5,1,,,1,1.0
570224,5,1,,,1,1.0
570224,5,1,,,1,3.0
570224,5,1,,,1,1.0
570224,5,1,,,1,3.0
570224,5,1,,,1,2.0
570224,5,1,,,1,1.0
570224,5,1,,,1,1.0
570224,5,1,,,1,1.0
580112,5,1,,,1,1.0
580112,5,1,,,1,1.0
580112,5,1,,,1,1.0
580112,5,1,,,1,1.0
580112,5,1,,,1,4.0
580112,5,1,,,1,4.0
580112,5,1,,,1,4.0
580112,5,1,,,1,4.0
580112,5,3,Paraguay,508.0,1,1.0
580112,5,1,,,1,1.0
580112,5,1,,,1,2.0
580112,5,1,,,1,2.0
580112,5,1,,,1,1.0
580112,5,1,,,1,-88.0
580112,5,1,,,1,1.0
580112,5,1,,,1,4.0
580112,5,1,,,1,1.0
580112,5,1,,,1,2.0
580112,5,1,,,1,2.0
580112,5,1,,,1,2.0
580112,5,1,,,1,2.0
580112,5,1,,,1,2.0
1312817,13,1,,,1,1.0
1312817,13,1,,,1,1.0
1312817,13,1,,,1,4.0
1312817,13,1,,,1,4.0
1312817,13,1,,,1,4.0
1312817,13,1,,,1,2.0
1312817,13,1,,,1,3.0
1312817,13,1,,,1,4.0
1312817,13,1,,,1,4.0
1312817,13,1,,,1,4.0
1312817,13,1,,,1,1.0
1312817,13,1,,,3,
1312817,13,1,,,1,1.0
1312817,13,1,,,1,1.0
1312817,13,1,,,3,
1312817,13,1,,,1,3.0
1312817,13,1,,,1,1.0
1312817,13,1,,,1,4.0
1312817,13,1,,,1,2.0
1312817,13,1,,,1,4.0
220126,2,1,,,1,-88.0
220126,2,1,,,1,3.0
220126,2,1,,,5,
220126,2,1,,,5,
220126,2,1,,,2,
220126,2,1,,,5,
220126,2,1,,,5,
220126,2,1,,,2,
220126,2,1,,,1,2.0
220126,2,1,,,4,
220126,2,1,,,1,1.0
220126,2,1,,,1,1.0
220126,2,1,,,1,-88.0
220126,2,1,,,1,1.0
220126,2,1,,,1,1.0
220126,2,1,,,1,3.0
220126,2,1,,,1,1.0
220126,2,1,,,1,2.0
1620114,16,1,,,1,3.0
1620114,16,1,,,1,4.0
1620114,16,1,,,1,2.0
1620114,16,1,,,1,2.0
1620114,16,1,,,1,2.0
1620114,16,1,,,1,2.0
1620114,16,1,,,1,1.0
1620114,16,1,,,1,1.0
1620114,16,1,,,1,1.0
1620114,16,1,,,1,1.0
1620114,16,1,,,1,1.0
1620114,16,1,,,1,4.0
1620114,16,1,,,1,3.0
1620114,16,1,,,1,3.0
1620114,16,1,,,1,3.0
1620114,16,1,,,1,3.0
1620114,16,1,,,1,2.0
1620114,16,1,,,1,2.0
1620114,16,1,,,1,1.0
1620114,16,1,,,1,1.0
1620114,16,1,,,1,2.0
1620114,16,1,,,1,1.0
1620114,16,1,,,4,
1620114,16,1,,,4,
1620114,16,1,,,4,
730417,7,1,,,1,2.0
730417,7,1,,,1,2.0
730417,7,1,,,1,2.0
730417,7,1,,,1,1.0
730417,7,1,,,1,2.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
730417,7,1,,,1,2.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
730417,7,1,,,1,-88.0
730417,7,1,,,1,3.0
730417,7,1,,,1,3.0
730417,7,1,,,1,2.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
730417,7,1,,,1,1.0
1340111,13,1,,,1,3.0
1340111,13,1,,,1,1.0
1340111,13,1,,,1,1.0
1340111,13,1,,,1,-88.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,4.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,2.0
1340111,13,1,,,2,
1340111,13,1,,,1,2.0
1340111,13,1,,,1,3.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,3.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,3.0
1340111,13,1,,,1,3.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,4.0
1340111,13,1,,,1,-88.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,4.0
1340111,13,1,,,1,1.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,1.0
1340111,13,1,,,1,3.0
1340111,13,1,,,1,2.0
1340111,13,1,,,-88,
1340111,13,1,,,1,3.0
1340111,13,1,,,1,2.0
1340111,13,1,,,1,3.0
1340111,13,1,,,1,3.0
1311013,13,1,,,1,4.0
1311013,13,1,,,1,4.0
1311013,13,1,,,1,4.0
1311013,13,1,,,1,2.0
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,2,
1311013,13,1,,,1,-88.0
1311013,13,1,,,3,
1410112,14,1,,,1,2.0
1410112,14,1,,,1,2.0
1410112,14,1,,,2,
1410112,14,1,,,2,
1410112,14,1,,,2,
1410112,14,1,,,2,
1410112,14,1,,,1,2.0
1410112,14,1,,,2,
1410112,14,1,,,2,
1410112,14,1,,,1,4.0
1410112,14,1,,,1,4.0
1410112,14,1,,,1,4.0
1410112,14,1,,,2,
1410112,14,1,,,1,4.0
1410112,14,1,,,1,3.0
1410112,14,1,,,1,2.0
1410112,14,1,,,2,
410614,4,1,,,1,4.0
410614,4,1,,,3,
410614,4,1,,,1,1.0
410614,4,1,,,1,1.0
410614,4,1,,,1,2.0
410614,4,1,,,1,1.0
410614,4,1,,,1,4.0
410614,4,1,,,1,2.0
410614,4,1,,,2,
1610112,16,1,,,2,
1610112,16,1,,,2,
1610112,16,1,,,4,
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,1.0
1610112,16,1,,,1,2.0
1610112,16,1,,,1,2.0
1610112,16,1,,,-88,
1610112,16,1,,,3,
1610112,16,1,,,1,4.0
1610112,16,1,,,1,4.0
1610112,16,1,,,1,4.0
1313212,13,3,Francia,120.0,1,1.0
1313212,13,1,,,1,1.0
1313212,13,1,,,2,
1313212,13,1,,,2,
1313212,13,1,,,2,
1313212,13,1,,,2,
1313212,13,1,,,2,
570316,5,1,,,1,2.0
570316,5,1,,,1,2.0
570316,5,1,,,1,2.0
570316,5,1,,,1,2.0
570316,5,1,,,1,2.0
570316,5,1,,,1,2.0
570316,5,3,Haití,413.0,1,2.0
570316,5,3,Haití,413.0,1,2.0
570316,5,2,,,1,2.0
570316,5,1,,,1,2.0
570316,5,3,Haití,413.0,1,2.0
611124,6,1,,,1,-88.0
611124,6,1,,,1,-88.0
611124,6,1,,,1,-88.0
611124,6,1,,,1,-88.0
611124,6,1,,,1,2.0
611124,6,1,,,1,2.0
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,-88,
611124,6,1,,,2,
611124,6,1,,,4,
611124,6,1,,,1,2.0
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,2,
611124,6,1,,,1,2.0
611124,6,1,,,2,
710814,7,1,,,1,2.0
710814,7,1,,,1,1.0
710814,7,1,,,1,1.0
710814,7,1,,,1,2.0
710814,7,1,,,1,1.0
710814,7,1,,,1,1.0
710814,7,1,,,1,2.0
710814,7,1,,,1,1.0
710814,7,1,,,1,2.0
710814,7,1,,,1,1.0
710814,7,1,,,1,3.0
710814,7,1,,,1,1.0
710814,7,1,,,1,2.0
710814,7,1,,,1,2.0
710814,7,1,,,1,2.0
710814,7,1,,,1,2.0
710814,7,1,,,1,2.0
710814,7,1,,,1,2.0
710814,7,1,,,4,
1610514,16,1,,,1,4.0
1610514,16,1,,,1,4.0
1610514,16,1,,,1,2.0
1610514,16,1,,,1,2.0
1610514,16,1,,,1,1.0
1610514,16,1,,,1,-88.0
1610514,16,1,,,1,-88.0
1610514,16,1,,,1,-88.0
1610514,16,1,,,1,2.0
1610514,16,1,,,1,2.0
1610514,16,1,,,1,3.0
1610514,16,1,,,1,1.0
1610514,16,1,,,1,1.0
820516,8,1,,,1,2.0
820516,8,1,,,1,1.0
820516,8,1,,,1,1.0
820516,8,1,,,1,1.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,1.0
820516,8,1,,,1,1.0
820516,8,1,,,1,3.0
820516,8,1,,,1,3.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,1.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
820516,8,1,,,1,4.0
820516,8,1,,,1,4.0
820516,8,1,,,1,4.0
820516,8,1,,,1,4.0
820516,8,1,,,1,2.0
820516,8,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,2,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,5,
1310517,13,1,,,1,4.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,4.0
1310517,13,1,,,1,4.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,-88.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,2.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,1.0
1310517,13,1,,,1,1.0
1110116,11,1,,,1,3.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,1.0
1110116,11,1,,,1,1.0
1110116,11,1,,,1,1.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,1.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1110116,11,1,,,1,2.0
1010112,10,1,,,1,3.0
1010112,10,1,,,-88,
1010112,10,1,,,1,3.0
1010112,10,1,,,1,3.0
1010112,10,1,,,1,3.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,3.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,1.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,2.0
1010112,10,1,,,1,2.0
1360411,13,1,,,1,2.0
1360411,13,1,,,1,2.0
1360411,13,1,,,1,2.0
1360411,13,1,,,1,2.0
1360411,13,1,,,4,
1360411,13,1,,,1,4.0
1360411,13,1,,,4,
1360411,13,1,,,4,
1360411,13,1,,,1,3.0
1360411,13,1,,,1,1.0
1360411,13,1,,,1,3.0
1360411,13,1,,,1,2.0
1360411,13,1,,,2,
1360411,13,1,,,1,2.0
1360411,13,1,,,1,4.0
1360411,13,1,,,1,4.0
1360411,13,1,,,1,4.0
1360411,13,1,,,1,4.0
1360411,13,1,,,1,3.0
1360411,13,1,,,1,4.0
1360411,13,1,,,1,4.0
1410113,14,1,,,1,2.0
1410113,14,1,,,1,3.0
1410113,14,1,,,1,3.0
1410113,14,1,,,1,3.0
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
310111,3,3,Perú,509.0,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
310111,3,1,,,1,2.0
1311913,13,1,,,1,3.0
1311913,13,1,,,1,2.0
1311913,13,1,,,4,
1311913,13,1,,,2,
1311913,13,1,,,2,
1311913,13,1,,,2,
1311913,13,1,,,2,
1310612,13,1,,,1,3.0
1310612,13,1,,,1,2.0
1310612,13,1,,,1,2.0
1310612,13,1,,,1,1.0
1310612,13,1,,,1,3.0
1310612,13,1,,,1,2.0
1310612,13,1,,,1,2.0
1310612,13,1,,,1,3.0
1310612,13,1,,,1,3.0
1310612,13,1,,,1,3.0
1310612,13,1,,,1,2.0
1310612,13,1,,,1,3.0
1310612,13,1,,,1,1.0
1310612,13,1,,,1,2.0
1310612,13,1,,,1,4.0
1310612,13,1,,,1,4.0
910112,9,1,,,2,
910112,9,1,,,2,
910112,9,1,,,2,
910112,9,1,,,1,2.0
1312017,13,1,,,2,
1410113,14,1,,,1,4.0
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,1,2.0
1410113,14,1,,,2,
1410113,14,1,,,2,
1410113,14,1,,,2,
1340224,13,1,,,1,2.0
1340224,13,1,,,3,
